,dwave1,dstrength1
152,3183.1971891459993,0.3743040000000001
153,3221.4863738879994,0.3780400000000001
154,3252.130324093999,0.382314
155,3290.322005458,0.3863440000000002
156,3318.5550809979995,0.3901319999999999
157,3356.179648029999,0.39316800000000013
158,3388.432722471998,0.3971540000000002
159,3422.2671357979984,0.40116599999999997
160,3448.924338937999,0.40583600000000003
161,3481.7274206559982,0.4101560000000001
162,3522.4987690780004,0.4137620000000002
163,3555.1805944219996,0.4173380000000002
164,3589.831170401999,0.42096600000000023
165,3620.0102710079977,0.42482800000000004
166,3649.7615191599984,0.4289700000000001
167,3679.8774642819994,0.433308
168,3722.5409835439978,0.4381200000000002
169,3767.097031691998,0.4432040000000002
170,3807.6769003339973,0.4470480000000001
171,3846.787232591999,0.4518200000000001
172,3893.8783888219996,0.4559720000000002
